epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.2436321737872524,51.98021526350622,1.0043859018182968,62.12036779047088
2,0.9495327440394,64.15758124629907,0.9819673534590576,63.583170799665645
3,0.8049190065156783,69.86310912954126,0.9317862032923042,66.11869601560323
4,0.6770938211579841,74.83715907903445,0.9707715296557792,66.41125661744219
5,0.3752642454439385,86.88564561635724,1.0455673220914836,68.65422123154082
6,0.2746431077104114,90.50820300254276,1.1356410552770364,69.23934243521872
7,0.2118742593757362,92.8733149883312,1.3110797177488918,69.04430203399275
8,0.1698009222167386,94.64627817060853,1.4655919001909088,68.4870437447757
9,0.1201458973852881,96.23114702706468,1.5420423478408216,68.64028977431039
10,0.1161583069136008,96.32519418997526,1.5876793361776862,68.57063248815827
11,0.1137101238033109,96.27294576613606,1.61506948215972,68.38952354416271
12,0.1107687874619971,96.48542268974886,1.6397073685867247,68.59849540261911
13,0.1022224842542834,96.74666480894491,1.6444630392012705,68.6960156032321
14,0.1083768112995807,96.50632205928454,1.6459979475924398,68.64028977431039
15,0.1040199432324898,96.77453063499252,1.6494844369530648,68.61242685984953
16,0.1086061369841331,96.49238914626076,1.6505092806422632,68.5845639453887
17,0.1036122942103389,96.74666480894491,1.650832204291424,68.61242685984953
18,0.1042973193424315,96.67003378731408,1.65125518288481,68.61242685984953
19,0.1029667869952836,96.7083492981295,1.6517531175589248,68.61242685984953
20,0.1051379095687087,96.65610087429027,1.6519968452443885,68.61242685984953
21,0.5315900469644809,80.77221165363207,0.4895399026404898,82.13832934216087
22,0.3685868114442892,86.02480095821885,0.479608890558551,82.96943231441048
23,0.2321247216969938,91.61206228422462,0.4916849081301726,83.68784335821947
24,0.2048076862643118,92.48925526668076,0.5101137227078046,83.77236230454994
25,0.1815803922098917,93.52145423800464,0.5161063722427882,83.91322721510072
26,0.1801335398147118,93.5179313746213,0.5212961604000911,83.77236230454994
27,0.176568465918355,93.78214612837314,0.5217247309253933,83.77236230454994
28,0.1777743418435082,93.6271401395054,0.5221673896309955,83.8005352866601
29,0.179706622395061,93.72578031423942,0.5221811948752614,83.8005352866601
30,0.1788112214630023,93.57077432537166,0.5221858672780113,83.8005352866601
31,0.6129460102517882,78.94222149784044,0.4795238321676152,83.11603650586702
32,0.3900644861579407,86.41512509167957,0.4793536468350794,83.14863102998696
33,0.2216588926733492,93.0730991769212,0.4704235210568488,84.48500651890483
34,0.1893640283429618,93.6924456034553,0.4889210009211335,84.58279009126467
35,0.1663030918227384,94.84964550566376,0.4916943445095967,84.64797913950456
36,0.1685042762831387,94.7355553744601,0.4938633534832964,84.8109517601043
37,0.1648847175594492,94.6377638334284,0.4943250291353251,84.77835723598436
38,0.1608303561014386,95.05337788281314,0.4946344107141461,84.8109517601043
39,0.1605735301918009,94.93113845652351,0.4946582018489304,84.8109517601043
40,0.1607824843012602,94.9637356368674,0.4946809025571686,84.8109517601043
41,0.8953975667694485,66.72123724267651,0.846160889501561,69.61549178044024
42,0.8049433409918649,69.67501480372009,0.8593492211155875,69.69908052382279
43,0.7367249825621713,72.34316764777596,0.8371563806781391,71.1340206185567
44,0.7223345798453249,73.13386046187607,0.8348243079482182,70.88325438840903
45,0.706059211965723,73.7573583196907,0.8336401287267163,71.16188353301756
46,0.7046833752257579,73.67376084154795,0.8341093652597514,71.14795207578713
47,0.7021469457982974,73.54836462433383,0.8342432236103943,71.1340206185567
48,0.7093621739188941,73.56229753735762,0.8341005462364922,71.1340206185567
49,0.7040311960207719,73.71555958061931,0.8340994074011433,71.1340206185567
50,0.7068180391964474,73.51701557003031,0.8340954233193252,71.14795207578713
51,0.4960632319559513,81.4063270626365,0.4296526100852543,83.81462177771517
52,0.4449094260515461,83.29810469949976,0.4268595708485877,83.91322721510072
53,0.4028497566135836,84.63679278517579,0.4057457594039456,84.96971404423158
54,0.3882107590737057,85.15465370252942,0.4048426526610169,84.99788702634174
55,0.3843862638991608,85.51046290424857,0.4039840862681451,85.0824059726722
56,0.3784483853360297,85.64785457619953,0.4040705338010338,85.05423299056206
57,0.3723919629588933,86.06002959205242,0.4039701677094264,85.04014649950697
58,0.3733065746645902,85.97900373423519,0.4040083332262044,85.02606000845189
59,0.3720896167549449,85.89797787641795,0.4040053001870317,85.02606000845189
60,0.3750444582944185,85.88388642288452,0.4039954891945403,85.04014649950697
61,0.5704394270710871,79.92013690815745,0.4803948306337891,82.59452411994785
62,0.4910641844825141,82.47086627006765,0.4248544229024749,85.03911342894393
63,0.4123142374997577,85.48610545187842,0.386039715645893,86.96219035202085
64,0.4031142045050432,85.66538994376987,0.3888004167432276,87.0599739243807
65,0.3883484162127956,86.16249694401434,0.3856251533640413,86.99478487614081
66,0.3853016565110646,86.77369407546247,0.3843755268311118,86.86440677966101
67,0.3857754231873788,86.4395729769375,0.3840840862236898,86.86440677966101
68,0.3950114445287292,85.84467443566132,0.3840746171626961,86.89700130378097
69,0.3905199834666514,86.17879553418629,0.384078855699651,86.89700130378097
70,0.3872437780137712,85.98321245212288,0.3840818997232418,86.89700130378097
71,0.5556877662356083,80.392796023144,0.3437234490148661,88.64784546805349
72,0.5066274912661182,81.99820715508109,0.3274638009276418,88.67756315007429
73,0.3766641588748045,86.94482927226795,0.2638188631491152,91.42644873699852
74,0.338344525740114,88.01238692853069,0.2513756317680277,91.61961367013372
75,0.3133765667181515,89.17773612582512,0.2479435270397775,91.72362555720652
76,0.3124122017329119,88.88436150273002,0.2473665755279439,91.81277860326894
77,0.3078541809297136,89.0880938798794,0.2468862909333661,91.87221396731054
78,0.3062554837764281,89.07179528970744,0.2466476919375456,91.85735512630016
79,0.3077955496008113,89.19403471599706,0.2466172766730033,91.87221396731054
80,0.3107035273705479,89.10439247005134,0.2466035818515485,91.85735512630016
