epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.2243919249862685,53.00776759901076,1.0387682090191903,61.10337141264976
2,0.9582487534679742,64.18544707234665,0.989652727255577,62.67762607968793
3,0.8406806037203515,68.58824758786443,0.927601308344069,66.27194204513792
4,0.72752486750442,72.83081960360863,0.9052813150038432,67.0521036500418
5,0.4247659634767635,84.94200424953847,0.947537870318494,70.10309278350516
6,0.2958533137772118,89.68616113413913,1.0959359181376966,70.10309278350516
7,0.1928452583665448,93.50029607440176,1.332051514686274,69.7548063527445
8,0.1182516600082506,96.30081159218363,1.681828407692321,69.47617720813597
9,0.0581629951494229,98.46737956738303,1.992618576030209,69.55976595151853
10,0.0469592695644506,98.6903061757637,2.1623701847276084,69.44831429367512
11,0.0405319349133117,98.86446758856108,2.2653105498840507,69.26720534967957
12,0.0336755945063223,99.08042774042984,2.3627194422408344,69.19754806352745
13,0.0287799350421601,99.2824549792748,2.362879201294153,69.2254109779883
14,0.0279569853139356,99.24762269671533,2.3899532572470914,69.2254109779883
15,0.0278412536343695,99.28593820753072,2.401149066174229,69.1696851490666
16,0.0272620824960079,99.29290466404264,2.4197048961134944,69.32293117860128
17,0.0267117873573232,99.31728726183428,2.4153817346790336,69.25327389244914
18,0.0260640664246568,99.334703403114,2.421732259303617,69.23934243521872
19,0.0259353550810366,99.30683757706645,2.4203768569363486,69.32293117860128
20,0.0254982309391372,99.31380403357832,2.4234850658556586,69.19754806352745
21,0.5303988966261837,81.70224758683858,0.4803730485895816,82.08198337794056
22,0.3476541612318284,87.07461424645952,0.4413324756676809,84.02591914354134
23,0.1938345887716597,93.19735080673571,0.4831236781240944,84.27947598253274
24,0.1475502250364548,94.87775664059748,0.540584689974305,84.0540921256515
25,0.1117816968061502,96.34679067145775,0.554736013761129,84.2513030004226
26,0.1058034828642357,96.48418234340872,0.5726451895220429,84.20904352725736
27,0.1031313407638366,96.55111674769252,0.5724711553516458,84.27947598253274
28,0.1031657720976968,96.59339110829282,0.574283137566765,84.30764896464291
29,0.1024733827218026,96.61805115197632,0.5750922055283334,84.40625440202845
30,0.1027754656207037,96.61805115197632,0.5736855216835973,84.29356247358783
31,0.5723648342113296,80.18091435090865,0.4769632621561565,83.67014341590613
32,0.3406314743546747,88.20797001059408,0.49694616842559,83.53976531942634
33,0.1340769225196619,96.1779806046777,0.522080008117579,84.19165580182529
34,0.0887619057695127,97.5144649987776,0.5970417821480775,84.09387222946545
35,0.0606599347238645,98.45978322875072,0.6072767259236874,84.15906127770535
36,0.0557989245766319,98.5005297041806,0.6209755992712568,84.28943937418514
37,0.0535748668964084,98.67981419607204,0.62403368741415,84.35462842242504
38,0.0528026758756337,98.72870996658789,0.62401123699586,84.25684485006519
39,0.0542531376669664,98.62276913047022,0.6206548313172107,84.25684485006519
40,0.0528266384131839,98.63906772064216,0.6246040708231249,84.25684485006519
